,head,variable,value
23,Course1_W10-S2-L5_GLMs_for_Dependency_Parsing_Part_2_8-28,l_text_topics,"[0, 4]"
24,Course1_W10-S2-L6_Experiments_with_GLMs_for_Dep,l_text_topics,"[4, 6, 7]"
25,Course1_W10-S2-L7_Summary_2-50,l_text_topics,"[1, 4]"
26,Course1_W2-S1-L1_The_Tagging_Problem_10-01,l_text_topics,"[0, 1, 2, 4, 7, 9, 14]"
27,Course1_W2-S1-L2_Generative_Models_for_Supervised_Learning_8-57,l_text_topics,"[1, 4, 9]"
28,Course1_W2-S1-L3_Hidden_Markov_Models_HMMs-_Basic_Definitions_12-00,l_text_topics,"[1, 4, 9, 10, 12]"
29,Course1_W2-S1-L4_Parameter_Estimation_in_HMMs_13-16,l_text_topics,"[1, 4, 5, 10, 14]"
30,Course1_W2-S1-L5_The_Viterbi_Algorithm_for_HMMs_Part_1_14-07,l_text_topics,"[1, 4, 12]"
31,Course1_W2-S1-L6_The_Viterbi_Algorithm_for_HMMs_Part_2_3-31,l_text_topics,"[1, 3, 4, 12]"
32,Course1_W2-S1-L7_The_Viterbi_Algorithm_for_HMMs_Part_3_7-33,l_text_topics,"[1, 4, 12]"
33,Course1_W2-S1-L8_Summary_1-50,l_text_topics,"[0, 1, 2, 4, 10, 14]"
34,Course1_W3-S1-L10_Examples_of_Ambiguity_5-56,l_text_topics,"[6, 7, 8]"
35,Course1_W3-S1-L1_Introduction_0-28,l_text_topics,"[2, 4, 7, 12]"
36,Course1_W3-S1-L2_Introduction_to_the_Parsing_Problem_Part_1_10-37,l_text_topics,"[2, 4, 6, 7]"
37,Course1_W3-S1-L3_Introduction_to_the_Parsing_Problem_Part_2_4-20,l_text_topics,"[3, 8]"
38,Course1_W3-S1-L4_Context-Free_Grammars_Part_1_12-11,l_text_topics,"[4, 7]"
39,Course1_W3-S1-L5_Context-Free_Grammars_Part_2_2-22,l_text_topics,"[2, 4, 9]"
40,Course1_W3-S1-L6_A_Simple_Grammar_for_English_Part_1_10-32,l_text_topics,"[7, 8, 11, 12]"
41,Course1_W3-S1-L7_A_Simple_Grammar_for_English_Part_2_5-30,l_text_topics,"[3, 7]"
42,Course1_W3-S1-L8_A_Simple_Grammar_for_English_Part_3_11-21,l_text_topics,"[7, 8]"
43,Course1_W3-S1-L9_A_Simple_Grammar_for_English_Part_4_2-20,l_text_topics,"[7, 11]"
44,Course1_W3-S2-L1_Introduction_1-12,l_text_topics,"[1, 7, 8]"
45,Course1_W3-S2-L2_Basics_of_PCFGs_Part_1_9-43,l_text_topics,"[1, 4, 7]"
46,Course1_W3-S2-L3_Basics_of_PCFGs_Part_2_8-26,l_text_topics,"[4, 7, 10, 14]"
47,Course1_W3-S2-L4_The_CKY_Parsing_Algorithm_Part_1__7-31,l_text_topics,"[4, 7, 8]"
48,Course1_W3-S2-L5_The_CKY_Parsing_Algorithm_Part_2__13-22,l_text_topics,"[4, 7, 12]"
49,Course1_W3-S2-L6_The_CKY_Parsing_Algorithm_Part_3_10-07,l_text_topics,"[4, 7, 12]"
50,Course1_W4-S1-L1_Weaknesses_of_PCFGs_14-59,l_text_topics,"[4, 6, 7]"
51,Course1_W4-S2-L1_Introduction_00-17,l_text_topics,"[6, 7]"
52,Course1_W4-S2-L2_Lexicalization_of_a_Treebank_10-44,l_text_topics,[7]
53,Course1_W4-S2-L3_Lexicalized_PCFGs-_Basic_Definitions_12-40,l_text_topics,"[1, 4, 7, 8]"
54,Course1_W4-S2-L4_Parameter_Estimation_in_Lexicalized_PCFGs_Part_1_5-28,l_text_topics,"[4, 7]"
55,Course1_W4-S2-L5_Parameter_Estimation_in_Lexicalized_PCFGs_Part_2_9-08,l_text_topics,"[7, 10, 14]"
56,Course1_W4-S2-L6_Evaluation_of_Lexicalized_PCFGs_Part_1_9-32,l_text_topics,"[4, 6, 7]"
57,Course1_W4-S2-L7_Evaluation_of_Lexicalized_PCFGs_Part_2_11-28,l_text_topics,"[4, 6, 7]"
58,Course1_W5-S1-L1_Opening_Comments_0-25,l_text_topics,"[2, 5, 8]"
59,Course1_W5-S1-L2_introduction_2-03,l_text_topics,"[2, 8, 14]"
60,Course1_W5-S1-L3_Challenges_in_MT_8-06,l_text_topics,[8]
61,Course1_W5-S1-L4_Classical_Approaches_to_MT_Part_1_8-02,l_text_topics,[8]
62,Course1_W5-S1-L5_Classical_Approaches_to_MT_Part_2_5-56,l_text_topics,"[4, 5, 8]"
63,Course1_W5-S1-L6_Introduction_to_Statistical_MT_12-31,l_text_topics,"[1, 2, 4, 8, 12]"
64,Course1_W5-S2-L1_Introduction_3-24,l_text_topics,"[1, 4, 8, 12, 14]"
65,Course1_W5-S2-L2_IBM_Model_1_Part_1_13-06,l_text_topics,"[1, 8, 10, 12]"
66,Course1_W5-S2-L3_IBM_Model_1_Part_2_9-01,l_text_topics,"[1, 4, 10, 12]"
67,Course1_W5-S2-L4_IBM_Model_2_11-27,l_text_topics,"[1, 3, 4, 10, 12]"
68,Course1_W5-S2-L5_The_EM_Algorithm_for_IBM_Model_2_Part_1_5-09,l_text_topics,"[4, 10, 12, 13]"
69,Course1_W5-S2-L6_The_EM_Algorithm_for_IBM_Model_2_Part_2_8-37,l_text_topics,"[4, 10, 12]"
70,Course1_W5-S2-L7_The_EM_Algorithm_for_IBM_Model_2_Part_3_9-28,l_text_topics,"[4, 10, 12]"
71,Course1_W5-S2-L8_The_EM_Algorithm_for_IBM_Model_2_Part_4_4-52,l_text_topics,"[1, 4, 10, 14]"
72,Course1_W5-S2-L9_Summary_1-48,l_text_topics,"[3, 4, 8, 10, 12]"
73,Course1_W6-S1-L1_Introduction_0-41,l_text_topics,"[2, 8, 10, 14]"
74,Course1_W6-S1-L2_Learning_Phrases_from_Alignments_Part_1_9-18,l_text_topics,"[8, 10]"
75,Course1_W6-S1-L3_Learning_Phrases_from_Alignments_Part_2_7-01,l_text_topics,[10]
76,Course1_W6-S1-L4_Learning_Phrases_from_Alignments_Part_3_8-47,l_text_topics,"[3, 4, 7, 10, 12]"
77,Course1_W6-S1-L5_A_Sketch_of_Phrase-based_Translation_8-17,l_text_topics,"[1, 4, 8, 10, 12]"
78,Course1_W6-S2-L1_Definition_of_the_Decoding_Problem_Part_1_9-12,l_text_topics,"[4, 8, 10, 12]"
79,Course1_W6-S2-L2_Definition_of_the_Decoding_Problem_Part_2_13-00,l_text_topics,"[3, 4, 8, 12]"
80,Course1_W6-S2-L3_Definition_of_the_Decoding_Problem_Part_3_10-43,l_text_topics,"[4, 8, 12]"
81,Course1_W6-S2-L4_The_Decoding_Algorithm_Part_1_14-39,l_text_topics,"[4, 8, 12]"
82,Course1_W6-S2-L5_The_Decoding_Algorithm_Part_2_6-23,l_text_topics,"[4, 12]"
83,Course1_W6-S2-L6_The_Decoding_Algorithm_Part_3_12-29,l_text_topics,"[4, 12]"
84,Course1_W7-S1-L1_Introduction_0-47,l_text_topics,"[2, 4, 14]"
85,Course1_W7-S1-L2_Two_Example_Problems_11-19,l_text_topics,"[1, 4, 10, 14]"
86,Course1_W7-S1-L3_Features_in_Log-Linear_Models_Part_1_13-56,l_text_topics,"[1, 3, 4, 12, 14]"
87,Course1_W7-S1-L4_Features_in_Log-Linear_Models_Part_2_10-13,l_text_topics,"[1, 3, 4, 10]"
88,Course1_W7-S1-L5_Definition_of_Log-linear_Models_Part_1_11-50,l_text_topics,"[1, 4, 12]"
89,Course1_W7-S1-L6_Definition_of_Log-linear_Models_Part_2_3-45,l_text_topics,"[4, 12, 14]"
90,Course1_W7-S1-L7_Parameter_Estimation_in_Log-linear_Models_Part_1_12-44,l_text_topics,"[4, 12, 14]"
91,Course1_W7-S1-L8_Parameter_Estimation_in_Log-linear_Models_Part_2_4-13,l_text_topics,"[4, 10, 12]"
92,Course1_W7-S1-L9_Smoothing-Regularization_in_Log-linear_Models_15-12,l_text_topics,"[1, 4, 10, 12, 14]"
93,Course1_W8-S1-L1_Introduction_1-41,l_text_topics,"[1, 4, 5]"
94,Course1_W8-S1-L2_Recap_of_the_Tagging_Problem_3-15,l_text_topics,"[0, 2, 4]"
95,Course1_W8-S1-L3_Independence_Assumptions_in_Log-linear_Taggers_8-32,l_text_topics,"[1, 4, 9]"
96,Course1_W8-S1-L4_Features_in_Log-Linear_Taggers_13-21,l_text_topics,"[1, 3, 4]"
97,Course1_W8-S1-L5_Parameters_in_Log-linear_Models_3-59,l_text_topics,"[4, 12, 13, 14]"
98,Course1_W8-S1-L6_The_Viterbi_Algorithm_for_Log-linear_Taggers_9-37,l_text_topics,"[1, 4]"
99,Course1_W8-S1-L7_An_Example_Application_9-28,l_text_topics,"[0, 1, 4]"
100,Course1_W8-S1-L8_Summary_2-45,l_text_topics,"[1, 4]"
101,Course1_W8-S2-L1_Introduction_0-47,l_text_topics,"[4, 6]"
102,Course1_W8-S2-L2_Conditional_History-based_Models_7-14,l_text_topics,"[1, 4]"
103,Course1_W8-S2-L3_Representing_Trees_as_Decision_Sequences_Part_1_7-23,l_text_topics,"[4, 7]"
104,Course1_W8-S2-L4_Representing_Trees_as_Decision_Sequences_Part_2_10-20,l_text_topics,"[3, 4, 7, 11]"
105,Course1_W8-S2-L5_Features_and_Beam_Search_12-10,l_text_topics,[4]
106,Course1_W8-S2-L6_Summary_1-12,l_text_topics,"[4, 5, 7]"
107,Course1_W9-S1-L1_Introduction_0-36,l_text_topics,"[4, 5, 9]"
108,Course1_W9-S1-L2_Word_Cluster_Representations_8-36,l_text_topics,"[4, 5]"
109,Course1_W9-S1-L3_The_Brown_Clustering_Algorithm_Part_1_11-50,l_text_topics,"[1, 4, 6, 9, 10, 12]"
110,Course1_W9-S1-L4_The_Brown_Clustering_Algorithm_Part_2_8-30,l_text_topics,"[1, 4, 6, 10, 12]"
111,Course1_W9-S1-L5_The_Brown_Clustering_Algorithm_Part_3_9-18,l_text_topics,"[4, 9]"
112,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,l_text_topics,"[0, 4, 5]"
113,Course1_W9-S1-L7_Clusters_in_NE_Recognition_Part_2_7-28,l_text_topics,"[1, 4, 6, 13]"
114,Course1_W9-S2-L1_Introduction_0-30,l_text_topics,"[2, 4]"
115,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,l_text_topics,"[1, 4, 7, 8, 14]"
116,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,l_text_topics,"[4, 5, 7]"
117,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,l_text_topics,[4]
118,Course1_W9-S2-L5_GLMs_for_Parse_Reranking_10-36,l_text_topics,"[4, 5, 7]"
119,Course1_W9-S2-L6_Parameter_Estimation_with_the_Perceptron_Algorithm_6-11,l_text_topics,"[4, 12]"
120,Course1_W9-S2-L7_Summary_3-01,l_text_topics,"[1, 4, 5, 6]"
121,Course2_W1-S1-L1_Course_Introduction_14-11,l_text_topics,"[0, 2, 4, 7]"
122,Course2_W1-S2-L1_Regular_Expressions_11-25,l_text_topics,"[3, 9, 13]"
123,Course2_W1-S2-L2_Regular_Expressions_in_Practical_NLP_6-04,l_text_topics,"[0, 1, 13]"
124,Course2_W1-S2-L3_Word_Tokenization_14-26,l_text_topics,"[3, 9, 10, 12]"
125,Course2_W1-S2-L4_Word_Normalization_and_Stemming_11-47,l_text_topics,"[2, 3, 7, 9]"
126,Course2_W1-S2-L5_Sentence_Segmentation_5-31,l_text_topics,"[0, 2, 3, 4, 7, 9, 14]"
127,Course2_W1-S3-L1_Defining_Minimum_Edit_Distance_7-04,l_text_topics,"[8, 9, 10, 13]"
128,Course2_W1-S3-L2_Computing_Minimum_Edit_Distance_5-54,l_text_topics,"[1, 13]"
129,Course2_W1-S3-L3_Backtrace_for_Computing_Alignments_5-55,l_text_topics,"[1, 3, 10, 12, 13]"
130,Course2_W1-S3-L4_Weighted_Minimum_Edit_Distance_2-47,l_text_topics,[13]
131,Course2_W1-S3-L5_Minimum_Edit_Distance_in_Computational_Biology_9-29,l_text_topics,"[1, 10, 13]"
132,Course2_W2-S1-L1_Introduction_to_N-grams_8-41,l_text_topics,"[1, 7, 10]"
133,Course2_W2-S1-L2_Estimating_N-gram_Probabilities_9-38,l_text_topics,"[1, 7, 10, 12]"
134,Course2_W2-S1-L3_Evaluation_and_Perplexity_11-09,l_text_topics,[1]
135,Course2_W2-S1-L4_Generalization_and_Zeros_5-15,l_text_topics,"[1, 3, 7, 9, 10, 12]"
136,Course2_W2-S1-L5_Smoothing-_Add-One_6-30,l_text_topics,"[5, 10, 12, 14]"
137,Course2_W2-S1-L6_Interpolation_10-25,l_text_topics,[3]
138,Course2_W2-S1-L7_Good-Turing_Smoothing_15-35,l_text_topics,"[6, 10, 12]"
139,Course2_W2-S1-L8_Kneser-Ney_Smoothing_8-59,l_text_topics,"[1, 10]"
140,Course2_W2-S2-L1_The_Spelling_Correction_Task_5-39,l_text_topics,[3]
141,Course2_W2-S2-L2_The_Noisy_Channel_Model_of_Spelling_19-30,l_text_topics,[3]
142,Course2_W2-S2-L3_Real-Word_Spelling_Correction_9-19,l_text_topics,[3]
143,Course2_W2-S2-L4_State_of_the_Art_Systems_7-10,l_text_topics,[3]
144,Course2_W3-S1-L1_What_is_Text_Classification_8-12,l_text_topics,"[2, 3, 12, 13, 14]"
145,Course2_W3-S1-L2_Naive_Bayes_3-19,l_text_topics,"[2, 12]"
146,Course2_W3-S1-L3_Formalizing_the_Naive_Bayes_Classifier_9-28,l_text_topics,"[1, 3, 12, 14]"
147,Course2_W3-S1-L4_Naive_Bayes-_Learning_5-22,l_text_topics,"[10, 12, 14]"
148,Course2_W3-S1-L5_Naive_Bayes-_Relationship_to_Language_Modeling_4-35,l_text_topics,"[1, 12]"
149,Course2_W3-S1-L6_Multinomial_Naive_Bayes-_A_Worked_Example_8-58,l_text_topics,"[1, 6, 10, 12]"
150,Course2_W3-S1-L7_Precision_Recall_and_the_F_measure_16-16,l_text_topics,[9]
151,Course2_W3-S1-L8_Text_Classification-_Evaluation_7-17,l_text_topics,"[6, 13]"
152,Course2_W3-S1-L9_Practical_Issues_in_Text_Classification_5-56,l_text_topics,"[6, 12, 13, 14]"
153,Course2_W4-S1-L1_Generative_vs,l_text_topics,"[1, 6, 14]"
154,Course2_W4-S1-L2_Making_features_from_text_for_discriminative_NLP_models_18-11,l_text_topics,"[0, 2, 3, 4, 7, 9, 12, 14]"
155,Course2_W4-S1-L3_Feature-Based_Linear_Classifiers_13-34,l_text_topics,"[12, 14]"
156,Course2_W4-S1-L4_Building_a_Maxent_Model-_The_Nuts_and_Bolts_8-04,l_text_topics,"[0, 4, 12, 14]"
157,Course2_W4-S1-L5_Generative_vs,l_text_topics,"[10, 12, 14]"
158,Course2_W4-S1-L6_Maximizing_the_Likelihood_10-29,l_text_topics,"[4, 12, 14]"
159,Course2_W4-S2-L1_Introduction_to_Information_Extraction_9-18,l_text_topics,"[0, 2, 9, 13]"
160,Course2_W4-S2-L2_Evaluation_of_Named_Entity_Recognition_6-34,l_text_topics,"[3, 9]"
161,Course2_W4-S2-L3_Sequence_Models_for_Named_Entity_Recognition_15-05,l_text_topics,"[0, 4, 9, 14]"
162,Course2_W4-S2-L4_Maximum_Entropy_Sequence_Models_13-01,l_text_topics,"[0, 1, 4, 14]"
163,Course2_W4-S3-L1_What_is_Relation_Extraction_9-47,l_text_topics,"[0, 13]"
164,Course2_W4-S3-L2_Using_Patterns_to_Extract_Relations_6-17,l_text_topics,"[0, 13]"
165,Course2_W4-S3-L3_Supervised_Relation_Extraction_10-51,l_text_topics,"[0, 4, 7, 13]"
166,Course2_W4-S3-L4_Semi-Supervised_and_Unsupervised_Relation_Extraction_9-53,l_text_topics,"[4, 13, 14]"
167,Course2_W5-S1-L1_The_Maximum_Entropy_Model_Presentation_12-14,l_text_topics,"[1, 4, 6, 12, 14]"
168,Course2_W5-S1-L2_Feature_Overlap-Feature_Interaction_12-51,l_text_topics,"[1, 12, 14]"
169,Course2_W5-S1-L3_Conditional_Maxent_Models_for_Classification_4-11,l_text_topics,"[1, 14]"
170,Course2_W5-S1-L4_Smoothing-Regularization-Priors_for_Maxent_Models_29-24,l_text_topics,"[12, 14]"
171,Course2_W5-S2-L1_An_Intro_to_Parts_of_Speech_and_POS_Tagging_13-19,l_text_topics,"[0, 4, 6, 7, 11, 14]"
172,Course2_W5-S2-L2_Some_Methods_and_Results_on_Sequence_Models_for_POS_Tagging_13-04,l_text_topics,"[0, 1, 4, 6, 7, 10, 14]"
173,Course2_W5-S3-L1_Syntactic_Structure-_Constituency_vs_Dependency_8-46,l_text_topics,"[6, 7]"
174,Course2_W5-S3-L2_Empirical-Data-Driven_Approach_to_Parsing_7-11,l_text_topics,"[0, 2, 7]"
175,Course2_W5-S3-L3_The_Exponential_Problem_in_Parsing_14-30,l_text_topics,"[1, 7]"
176,Course2_W6-S1-L1_CFGs_and_PCFGs_15-29,l_text_topics,"[1, 7]"
177,Course2_W6-S1-L2_Grammar_Transforms_12-05,l_text_topics,[7]
178,Course2_W6-S1-L3_CKY_Parsing_23-25,l_text_topics,"[4, 7, 12]"
179,Course2_W6-S1-L4_CKY_Example_21-52,l_text_topics,"[7, 12]"
180,Course2_W6-S1-L5_Constituency_Parser_Evaluation_9-45,l_text_topics,"[1, 6, 7]"
181,Course2_W6-S2-L1_Lexicalization_of_PCFGs_7-03,l_text_topics,"[3, 7]"
182,Course2_W6-S2-L2_Charniaks_Model_18-23,l_text_topics,"[7, 14]"
183,Course2_W6-S2-L3_PCFG_Independence_Assumptions_9-44,l_text_topics,[7]
184,Course2_W6-S2-L4_The_Return_of_Unlexicalized_PCFGs_20-53,l_text_topics,"[6, 7, 14]"
185,Course2_W6-S2-L5_Latent_Variable_PCFGs_12-07,l_text_topics,"[6, 7, 14]"
186,Course2_W6-S3-L1_Dependency_Parsing_Introduction_10-25,l_text_topics,"[4, 7]"
187,Course2_W6-S3-L2_Greedy_Transition-Based_Parsing_31-05,l_text_topics,"[4, 7]"
188,Course2_W6-S3-L3_Dependencies_Encode_Relational_Structure_7-20,l_text_topics,"[4, 7, 13]"
189,Course2_W7-S1-L1_Introduction_to_Information_Retrieval_9-16,l_text_topics,"[2, 6, 12, 13]"
190,Course2_W7-S1-L2_Term-Document_Incidence_Matrices_8-59,l_text_topics,[12]
191,Course2_W7-S1-L3_The_Inverted_Index_10-42,l_text_topics,"[9, 12]"
192,Course2_W7-S1-L4_Query_Processing_with_the_Inverted_Index_6-43,l_text_topics,[12]
193,Course2_W7-S1-L5_Phrase_Queries_and_Positional_Indexes_19-45,l_text_topics,[12]
194,Course2_W7-S2-L1_Introducing_Ranked_Retrieval_4-27,l_text_topics,"[1, 6, 12]"
195,Course2_W7-S2-L2_Scoring_with_the_Jaccard_Coefficient_5-06,l_text_topics,"[9, 12]"
196,Course2_W7-S2-L3_Term_Frequency_Weighting_5-59,l_text_topics,[12]
197,Course2_W7-S2-L4_Inverse_Document_Frequency_Weighting_10-16,l_text_topics,[12]
198,Course2_W7-S2-L5_TF-IDF_Weighting_3-42,l_text_topics,[12]
199,Course2_W7-S2-L6_The_Vector_Space_Model_16-22,l_text_topics,"[12, 13]"
200,Course2_W7-S2-L7_Calculating_TF-IDF_Cosine_Scores_12-47,l_text_topics,"[12, 13]"
201,Course2_W7-S2-L8_Evaluating_Search_Engines_9-02,l_text_topics,"[6, 12]"
202,Course2_W8-S1-L1_Word_Senses_and_Word_Relations_11-50,l_text_topics,[9]
203,Course2_W8-S1-L2_WordNet_and_Other_Online_Thesauri_6-23,l_text_topics,[9]
204,Course2_W8-S1-L3_Word_Similarity_and_Thesaurus_Methods_16-17,l_text_topics,[10]
205,Course2_W8-S1-L4_Word_Similarity-_Distributional_Similarity_I_13-14,l_text_topics,"[10, 12]"
206,Course2_W8-S1-L5_Word_Similarity-_Distributional_Similarity_II_8-15,l_text_topics,"[7, 10]"
207,Course2_W8-S2-L1_What_is_Question_Answering_7-28,l_text_topics,"[0, 2, 4, 14]"
208,Course2_W8-S2-L2_Answer_Types_and_Query_Formulation_8-47,l_text_topics,[0]
209,Course2_W8-S2-L3_Passage_Retrieval_and_Answer_Extraction_6-38,l_text_topics,"[0, 9, 12]"
210,Course2_W8-S2-L4_Using_Knowledge_in_QA_4-25,l_text_topics,[0]
211,Course2_W8-S2-L5_Advanced-_Answering_Complex_Questions_4-52,l_text_topics,"[0, 13]"
212,Course2_W8-S3-L1_Introduction_to_Summarization,l_text_topics,"[0, 13]"
213,Course2_W8-S3-L2_Generating_Snippets,l_text_topics,"[9, 12, 13, 14]"
214,Course2_W8-S3-L3_Evaluating_Summaries-_ROUGE,l_text_topics,"[5, 9, 10]"
215,Course2_W8-S3-L4_Summarizing_Multiple_Documents,l_text_topics,"[0, 13]"
216,Course3_W1-S1-L1_-_Introduction_-_11_slides_08-39,l_text_topics,[2]
217,Course3_W1-S1-L2_-_Examples_of_Text_-_14_slides_07-52,l_text_topics,"[2, 11]"
218,Course3_W1-S1-L3_-_Funny_Sentences_-_10_slides_06-35,l_text_topics,"[2, 4, 6]"
219,Course3_W1-S1-L4_-_Administrative_-__9_slides_08-07,l_text_topics,[2]
220,Course3_W1-S1-L5_-_Why_is_NLP_hard_-_18_slides_25-56,l_text_topics,"[2, 7]"
221,Course3_W1-S1-L6_-_Background_-_11_slides_16-55,l_text_topics,"[1, 2, 7, 12]"
222,Course3_W1-S1-L7_-_Linguistics_-_23_slides_21-27,l_text_topics,[11]
223,Course3_W10-S1-L1_-_Collocations_-_20_slides_11-54,l_text_topics,"[2, 10, 12]"
224,Course3_W10-S1-L2_-_Information_Retrieval_-_32_slides_21-38,l_text_topics,"[5, 12]"
225,Course3_W10-S1-L3_-_Evaluation_of_IR_-_14_slides_11-15,l_text_topics,"[1, 5, 6, 12, 13]"
226,Course3_W10-S1-L4_-_Text_Classification_-_26_slides_26-36,l_text_topics,[12]
227,Course3_W10-S1-L5_-_Text_Clustering_-_17_slides_15-39,l_text_topics,"[5, 6, 11, 12]"
228,Course3_W10-S1-L6_-_Information_Retrieval_Toolkits_-_8_slides_02-38,l_text_topics,"[2, 4, 5, 12]"
229,Course3_W11-S1-L1_-_Sentiment_Analysis_-_17_slides_08-49,l_text_topics,"[11, 12]"
230,Course3_W11-S1-L2_-_Sentiment_Lexicons_-_12_slides_07-53,l_text_topics,"[9, 11]"
231,Course3_W11-S1-L3_-_Semantics_-_15_slides_07-24,l_text_topics,"[9, 11, 12]"
232,Course3_W11-S1-L4_-_Representing_and_Understanding_Meaning_-_14_slides_09-22,l_text_topics,"[0, 2, 3, 8, 11, 12]"
233,Course3_W11-S1-L5_-_First_Order_Logic_-_16_slides_07-37,l_text_topics,"[8, 11]"
234,Course3_W11-S1-L6_-_Knowledge_Representation_-_15_slides_12-18,l_text_topics,[5]
235,Course3_W11-S1-L7_-_Inference_-_9_slides_06-45,l_text_topics,"[8, 13]"
236,Course3_W11-S1-L8_-_Semantic_Parsing_-_24_slides_09-30,l_text_topics,"[0, 7, 8, 11]"
237,Course3_W12-S1-L1_-_Discourse_Analysis_-_19_slides_14-56,l_text_topics,"[2, 6, 11]"
238,Course3_W12-S1-L2_-_Coherence_-_19_slides_16-39,l_text_topics,[11]
239,Course3_W12-S1-L3_-_Dialogue_Systems_-_18_slides_09-22,l_text_topics,"[0, 2, 5]"
240,Course3_W12-S1-L4_-_Machine_Translation_-_21_slides_10-55,l_text_topics,"[2, 3, 8, 10, 11]"
241,Course3_W12-S1-L5_-_Machine_Translation_Basic_Techniques_-_13_slides_11-48,l_text_topics,"[2, 8]"
242,Course3_W12-S1-L6_-__Machine_Translation_Noisy_Channel_Methods_-_22_slides_11-53,l_text_topics,"[1, 2, 8, 10, 12]"
243,Course3_W12-S1-L7_-_Machine_Translation_Advanced_Methods_-_13_slides_09-36,l_text_topics,"[1, 2, 4, 6, 7, 8, 13]"
244,Course3_W12-S1-L8_-_Text_Generation_-_11_slides_05-49,l_text_topics,[2]
245,Course3_W2-S1-L1_-_Parts_of_speech_-_17_slides_15-50,l_text_topics,"[7, 11]"
246,Course3_W2-S1-L2_-_Morphology_and_the_Lexicon_-_20_slides_21-02,l_text_topics,"[2, 7, 11]"
247,Course3_W2-S1-L3_-_Text_Similarity-_Introduction_-_8_slides_07-27,l_text_topics,"[5, 11]"
248,Course3_W2-S1-L4_-_Morphological_Similarity-_Stemming_-_19_slides_15-05,l_text_topics,[9]
249,Course3_W2-S1-L5_-_Spelling_Similarity-_Edit_Distance_-_32_slides_21-23,l_text_topics,[13]
250,Course3_W2-S1-L6_-_NACLO_-_11_slides_03-51,l_text_topics,[5]
251,Course3_W2-S1-L7_-_Preprocessing_-_9_slides_11-48,l_text_topics,"[5, 7, 9]"
252,Course3_W3-S1-L1_-_Semantic_Similarity-_Synonymy_and_other_Semantic_Relations_-_23__slides_14-38,l_text_topics,[11]
253,Course3_W3-S1-L2_-_Thesaurus-based_Word_Similarity_Methods_-_11_slides_07-52,l_text_topics,"[7, 9, 10, 11, 12, 13]"
254,Course3_W3-S1-L3_-_The_Vector_Space_Model_-_15_slides_09-53,l_text_topics,"[10, 12]"
255,Course3_W3-S1-L4_-_Dimensionality_Reduction_-_38_slides_23-50,l_text_topics,[12]
256,Course3_W3-S1-L5_-_NLP_Tasks_1-3_-_16_slides_14-45,l_text_topics,"[2, 7]"
