,head,variable,value,prob
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi573,0.18
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi976,0.18
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi694,0.18
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi1808,0.18
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi1711,0.18
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi2014,0.18
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi1064,0.18
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi117,0.18
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi429,0.18
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi1324,0.18
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi1754,0.18
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi866,0.18
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi1315,0.18
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi1449,0.18
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi1475,0.18
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi1308,0.18
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi967,0.18
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi771,0.18
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi255,0.18
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi1373,0.18
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi918,0.18
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi560,0.18
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi2009,0.18
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi436,0.18
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi1588,0.18
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi1210,0.18
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi351,0.18
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi1152,0.18
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi258,0.18
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi554,0.18
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi737,0.18
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi800,0.18
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi764,0.18
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi1198,0.18
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi839,0.18
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi289,0.18
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi1929,0.18
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi248,0.18
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi1574,0.18
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi1054,0.18
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi485,0.18
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi897,0.18
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi1376,0.18
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi876,0.18
2,Course1_W1-S2-L1_Introduction_to_the_Language_Modeling_Problem_Part_1_6-17,concept_vocab_index,vi1777,0.06
2,Course1_W1-S2-L1_Introduction_to_the_Language_Modeling_Problem_Part_1_6-17,concept_vocab_index,vi1431,0.06
2,Course1_W1-S2-L1_Introduction_to_the_Language_Modeling_Problem_Part_1_6-17,concept_vocab_index,vi1685,0.06
2,Course1_W1-S2-L1_Introduction_to_the_Language_Modeling_Problem_Part_1_6-17,concept_vocab_index,vi226,0.06
2,Course1_W1-S2-L1_Introduction_to_the_Language_Modeling_Problem_Part_1_6-17,concept_vocab_index,vi976,0.06
2,Course1_W1-S2-L1_Introduction_to_the_Language_Modeling_Problem_Part_1_6-17,concept_vocab_index,vi694,0.06
2,Course1_W1-S2-L1_Introduction_to_the_Language_Modeling_Problem_Part_1_6-17,concept_vocab_index,vi1808,0.06
2,Course1_W1-S2-L1_Introduction_to_the_Language_Modeling_Problem_Part_1_6-17,concept_vocab_index,vi342,0.06
2,Course1_W1-S2-L1_Introduction_to_the_Language_Modeling_Problem_Part_1_6-17,concept_vocab_index,vi1792,0.06
2,Course1_W1-S2-L1_Introduction_to_the_Language_Modeling_Problem_Part_1_6-17,concept_vocab_index,vi1449,0.06
2,Course1_W1-S2-L1_Introduction_to_the_Language_Modeling_Problem_Part_1_6-17,concept_vocab_index,vi1475,0.06
2,Course1_W1-S2-L1_Introduction_to_the_Language_Modeling_Problem_Part_1_6-17,concept_vocab_index,vi1711,0.06
2,Course1_W1-S2-L1_Introduction_to_the_Language_Modeling_Problem_Part_1_6-17,concept_vocab_index,vi1497,0.06
2,Course1_W1-S2-L1_Introduction_to_the_Language_Modeling_Problem_Part_1_6-17,concept_vocab_index,vi1667,0.06
2,Course1_W1-S2-L1_Introduction_to_the_Language_Modeling_Problem_Part_1_6-17,concept_vocab_index,vi2014,0.06
2,Course1_W1-S2-L1_Introduction_to_the_Language_Modeling_Problem_Part_1_6-17,concept_vocab_index,vi560,0.06
2,Course1_W1-S2-L1_Introduction_to_the_Language_Modeling_Problem_Part_1_6-17,concept_vocab_index,vi866,0.06
2,Course1_W1-S2-L1_Introduction_to_the_Language_Modeling_Problem_Part_1_6-17,concept_vocab_index,vi873,0.06
2,Course1_W1-S2-L1_Introduction_to_the_Language_Modeling_Problem_Part_1_6-17,concept_vocab_index,vi1772,0.06
2,Course1_W1-S2-L1_Introduction_to_the_Language_Modeling_Problem_Part_1_6-17,concept_vocab_index,vi351,0.06
2,Course1_W1-S2-L1_Introduction_to_the_Language_Modeling_Problem_Part_1_6-17,concept_vocab_index,vi2009,0.06
2,Course1_W1-S2-L1_Introduction_to_the_Language_Modeling_Problem_Part_1_6-17,concept_vocab_index,vi485,0.06
2,Course1_W1-S2-L1_Introduction_to_the_Language_Modeling_Problem_Part_1_6-17,concept_vocab_index,vi939,0.06
2,Course1_W1-S2-L1_Introduction_to_the_Language_Modeling_Problem_Part_1_6-17,concept_vocab_index,vi1032,0.06
2,Course1_W1-S2-L1_Introduction_to_the_Language_Modeling_Problem_Part_1_6-17,concept_vocab_index,vi288,0.06
2,Course1_W1-S2-L1_Introduction_to_the_Language_Modeling_Problem_Part_1_6-17,concept_vocab_index,vi436,0.06
2,Course1_W1-S2-L1_Introduction_to_the_Language_Modeling_Problem_Part_1_6-17,concept_vocab_index,vi1054,0.06
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi737,0.03
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi1752,0.03
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi1431,0.03
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi1152,0.03
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi1032,0.03
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi1248,0.03
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi939,0.03
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi288,0.03
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi1777,0.03
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi1978,0.03
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi627,0.03
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi160,0.03
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi24,0.03
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi1958,0.03
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi1683,0.03
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi1315,0.03
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi1685,0.03
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi226,0.03
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi1808,0.03
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi1747,0.03
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi254,0.03
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi1763,0.03
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi1308,0.03
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi37,0.03
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi2009,0.03
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi86,0.03
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi1189,0.03
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi1711,0.03
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi258,0.03
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi1376,0.03
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi573,0.03
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi1043,0.03
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi1768,0.03
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi866,0.03
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi1954,0.03
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi1319,0.03
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi1449,0.03
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi351,0.03
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi2014,0.03
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi1667,0.03
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi876,0.03
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi1754,0.03
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi1054,0.03
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi967,0.03
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi436,0.03
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi1574,0.03
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi927,0.03
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi694,0.03
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi1475,0.03
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi706,0.03
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi957,0.03
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi836,0.03
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi342,0.03
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi297,0.03
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi73,0.03
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi1135,0.03
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi554,0.03
4,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi933,0.02
4,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi1431,0.02
4,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi1792,0.02
4,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi1777,0.02
4,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi596,0.02
4,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi436,0.02
4,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi866,0.02
4,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi1711,0.02
4,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi1449,0.02
4,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi694,0.02
4,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi351,0.02
4,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi1135,0.02
4,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi839,0.02
4,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi1152,0.02
4,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi837,0.02
4,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi1772,0.02
4,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi485,0.02
4,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi1912,0.02
4,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi1349,0.02
4,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi241,0.02
4,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi980,0.02
4,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi1958,0.02
4,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi1574,0.02
4,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi1054,0.02
4,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi1315,0.02
4,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi2013,0.02
4,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi145,0.02
4,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi706,0.02
4,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi2061,0.02
4,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi254,0.02
4,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi227,0.02
4,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi1636,0.02
4,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi226,0.02
4,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi53,0.02
4,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi2033,0.02
4,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi1350,0.02
5,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi1135,0.02
5,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi1561,0.02
5,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi2061,0.02
5,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi839,0.02
5,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi866,0.02
5,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi596,0.02
5,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi436,0.02
5,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi1636,0.02
5,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi241,0.02
5,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi1574,0.02
5,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi1054,0.02
5,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi2013,0.02
5,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi933,0.02
5,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi1315,0.02
5,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi53,0.02
5,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi1813,0.02
5,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi1721,0.02
5,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi967,0.02
5,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi342,0.02
5,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi560,0.02
5,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi485,0.02
5,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi1431,0.02
5,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi1667,0.02
5,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi2014,0.02
5,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi873,0.02
5,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi1497,0.02
5,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi1772,0.02
5,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi706,0.02
5,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi1777,0.02
5,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi288,0.02
5,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi1015,0.02
5,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi1376,0.02
5,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi1747,0.02
6,Course1_W1-S2-L5_Trigram_Language_Models_9-40,concept_vocab_index,vi1431,0.09
6,Course1_W1-S2-L5_Trigram_Language_Models_9-40,concept_vocab_index,vi1792,0.09
6,Course1_W1-S2-L5_Trigram_Language_Models_9-40,concept_vocab_index,vi211,0.09
6,Course1_W1-S2-L5_Trigram_Language_Models_9-40,concept_vocab_index,vi1747,0.09
6,Course1_W1-S2-L5_Trigram_Language_Models_9-40,concept_vocab_index,vi1561,0.09
6,Course1_W1-S2-L5_Trigram_Language_Models_9-40,concept_vocab_index,vi1772,0.09
6,Course1_W1-S2-L5_Trigram_Language_Models_9-40,concept_vocab_index,vi706,0.09
6,Course1_W1-S2-L5_Trigram_Language_Models_9-40,concept_vocab_index,vi1449,0.09
6,Course1_W1-S2-L5_Trigram_Language_Models_9-40,concept_vocab_index,vi1897,0.09
6,Course1_W1-S2-L5_Trigram_Language_Models_9-40,concept_vocab_index,vi1376,0.09
6,Course1_W1-S2-L5_Trigram_Language_Models_9-40,concept_vocab_index,vi1350,0.09
6,Course1_W1-S2-L5_Trigram_Language_Models_9-40,concept_vocab_index,vi866,0.09
6,Course1_W1-S2-L5_Trigram_Language_Models_9-40,concept_vocab_index,vi596,0.09
6,Course1_W1-S2-L5_Trigram_Language_Models_9-40,concept_vocab_index,vi436,0.09
6,Course1_W1-S2-L5_Trigram_Language_Models_9-40,concept_vocab_index,vi839,0.09
6,Course1_W1-S2-L5_Trigram_Language_Models_9-40,concept_vocab_index,vi485,0.09
6,Course1_W1-S2-L5_Trigram_Language_Models_9-40,concept_vocab_index,vi2014,0.09
6,Course1_W1-S2-L5_Trigram_Language_Models_9-40,concept_vocab_index,vi873,0.09
6,Course1_W1-S2-L5_Trigram_Language_Models_9-40,concept_vocab_index,vi1054,0.09
6,Course1_W1-S2-L5_Trigram_Language_Models_9-40,concept_vocab_index,vi342,0.09
6,Course1_W1-S2-L5_Trigram_Language_Models_9-40,concept_vocab_index,vi241,0.09
6,Course1_W1-S2-L5_Trigram_Language_Models_9-40,concept_vocab_index,vi1574,0.09
