,head,variable,value
60,Course1_W4-S2-L2_Lexicalization_of_a_Treebank_10-44,concept_vocab_index,vi2069
61,Course2_W2-S2-L3_Real-Word_Spelling_Correction_9-19,concept_vocab_index,vi1683
62,Course1_W10-S1-L6_GLMs_for_Tagging_Part_4_6-00,concept_vocab_index,vi1670
63,Course3_W1-S1-L4_-_Administrative_-__9_slides_08-07,concept_vocab_index,vi1587
64,Course1_W3-S2-L6_The_CKY_Parsing_Algorithm_Part_3_10-07,level,level_1
65,Course1_W3-S2-L2_Basics_of_PCFGs_Part_1_9-43,concept_vocab_index,vi318
66,Course3_W4-S1-L2_-_Parsing_-_22_slides_17-38,concept_vocab_index,vi2014
67,Course3_W12-S1-L1_-_Discourse_Analysis_-_19_slides_14-56,concept_vocab_index,vi887
68,Course2_W4-S3-L2_Using_Patterns_to_Extract_Relations_6-17,concept_vocab_index,vi129
69,Course1_W9-S1-L3_The_Brown_Clustering_Algorithm_Part_1_11-50,concept_vocab_index,vi1520
70,Course2_W4-S1-L6_Maximizing_the_Likelihood_10-29,prerequisite,Course2_W4-S1-L5_Generative_vs
71,Course2_W3-S1-L7_Precision_Recall_and_the_F_measure_16-16,concept_vocab_index,vi1200
72,Course2_W8-S2-L4_Using_Knowledge_in_QA_4-25,concept_vocab_index,vi392
73,Course1_W4-S2-L2_Lexicalization_of_a_Treebank_10-44,concept_vocab_index,vi1807
74,Course1_W6-S1-L2_Learning_Phrases_from_Alignments_Part_1_9-18,concept_vocab_index,vi263
75,Course1_W9-S2-L6_Parameter_Estimation_with_the_Perceptron_Algorithm_6-11,level,level_1
76,Course3_W4-S1-L5_-_The_Penn_Treebank_-_21_slides_17-55,concept_vocab_index,vi1579
77,Course2_W2-S1-L4_Generalization_and_Zeros_5-15,concept_vocab_index,vi1842
78,Course1_W5-S2-L6_The_EM_Algorithm_for_IBM_Model_2_Part_2_8-37,concept_vocab_index,vi800
79,Course3_W11-S1-L4_-_Representing_and_Understanding_Meaning_-_14_slides_09-22,concept_vocab_index,vi142
80,Course1_W5-S2-L2_IBM_Model_1_Part_1_13-06,concept_vocab_index,vi1926
81,Course1_W3-S2-L6_The_CKY_Parsing_Algorithm_Part_3_10-07,concept_vocab_index,vi1462
82,Course2_W4-S2-L2_Evaluation_of_Named_Entity_Recognition_6-34,l_text_topics,topic_10
83,Course1_W9-S1-L7_Clusters_in_NE_Recognition_Part_2_7-28,concept_vocab_index,vi1600
84,Course3_W12-S1-L1_-_Discourse_Analysis_-_19_slides_14-56,concept_vocab_index,vi1123
85,Course2_W2-S2-L2_The_Noisy_Channel_Model_of_Spelling_19-30,concept_vocab_index,vi435
86,Course3_W7-S1-L5_-_Statistical_POS_Tagging_-_16_slides_09-28,l_text_topics,topic_2
87,Course1_W4-S2-L5_Parameter_Estimation_in_Lexicalized_PCFGs_Part_2_9-08,concept_vocab_index,vi1060
88,Course3_W5-S1-L3_-_Prepositional_phrase_attachment_2-3_-_20_slides_17-22,prerequisite,Course3_W5-S1-L2_-_Prepositional_phrase_attachment_1-3_-_15_slides_14-50
89,Course2_W5-S2-L1_An_Intro_to_Parts_of_Speech_and_POS_Tagging_13-19,concept_vocab_index,vi1073
90,Course1_W10-S2-L4_GLMs_for_Dependency_Parsing_Part_1_11-59,concept_vocab_index,vi892
91,Course1_W2-S1-L7_The_Viterbi_Algorithm_for_HMMs_Part_3_7-33,concept_vocab_index,vi1257
92,Course1_W3-S2-L1_Introduction_1-12,l_text_topics,topic_5
93,Course3_W2-S1-L1_-_Parts_of_speech_-_17_slides_15-50,concept_vocab_index,vi892
94,Course1_W6-S1-L5_A_Sketch_of_Phrase-based_Translation_8-17,prerequisite,Course1_W6-S1-L4_Learning_Phrases_from_Alignments_Part_3_8-47
95,Course3_W12-S1-L7_-_Machine_Translation_Advanced_Methods_-_13_slides_09-36,concept_vocab_index,vi1474
96,Course2_W7-S2-L3_Term_Frequency_Weighting_5-59,concept_vocab_index,vi90
97,Course3_W4-S1-L5_-_The_Penn_Treebank_-_21_slides_17-55,concept_vocab_index,vi361
98,Course3_W12-S1-L5_-_Machine_Translation_Basic_Techniques_-_13_slides_11-48,concept_vocab_index,vi641
99,Course1_W9-S1-L4_The_Brown_Clustering_Algorithm_Part_2_8-30,concept_vocab_index,vi1893
100,Course2_W4-S1-L3_Feature-Based_Linear_Classifiers_13-34,prerequisite,Course2_W4-S1-L2_Making_features_from_text_for_discriminative_NLP_models_18-11
101,Course2_W5-S1-L2_Feature_Overlap-Feature_Interaction_12-51,concept_vocab_index,vi367
102,Course1_W7-S1-L5_Definition_of_Log-linear_Models_Part_1_11-50,concept_vocab_index,vi2014
103,Course2_W5-S3-L3_The_Exponential_Problem_in_Parsing_14-30,concept_vocab_index,vi129
104,Course1_W5-S1-L1_Opening_Comments_0-25,l_text_topics,topic_12
105,Course1_W3-S1-L1_Introduction_0-28,level,level_1
106,Course2_W5-S2-L2_Some_Methods_and_Results_on_Sequence_Models_for_POS_Tagging_13-04,l_text_topics,topic_14
107,Course2_W6-S2-L4_The_Return_of_Unlexicalized_PCFGs_20-53,concept_vocab_index,vi1840
108,Course1_W6-S1-L4_Learning_Phrases_from_Alignments_Part_3_8-47,concept_vocab_index,vi175
109,Course3_W12-S1-L2_-_Coherence_-_19_slides_16-39,concept_vocab_index,vi1743
110,Course2_W1-S2-L5_Sentence_Segmentation_5-31,concept_vocab_index,vi1474
111,Course3_W2-S1-L6_-_NACLO_-_11_slides_03-51,concept_vocab_index,vi1027
112,Course2_W4-S3-L1_What_is_Relation_Extraction_9-47,concept_vocab_index,vi1073
113,Course3_W4-S1-L4_-_Earley_Parser_-_20_slides_16-34,concept_vocab_index,vi1244
114,Course2_W7-S2-L6_The_Vector_Space_Model_16-22,concept_vocab_index,vi879
115,Course3_W11-S1-L2_-_Sentiment_Lexicons_-_12_slides_07-53,concept_vocab_index,vi1132
116,Course2_W6-S2-L3_PCFG_Independence_Assumptions_9-44,concept_vocab_index,vi1707
117,Course1_W9-S1-L3_The_Brown_Clustering_Algorithm_Part_1_11-50,concept_vocab_index,vi901
118,Course2_W6-S2-L2_Charniaks_Model_18-23,concept_vocab_index,vi435
119,Course1_W3-S1-L10_Examples_of_Ambiguity_5-56,concept_vocab_index,vi92
120,Course2_W1-S3-L5_Minimum_Edit_Distance_in_Computational_Biology_9-29,level,level_3
121,Course1_W1-S2-L6_Evaluating_Language_Models-_Perplexity_12-36,concept_vocab_index,vi598
122,Course2_W7-S2-L7_Calculating_TF-IDF_Cosine_Scores_12-47,concept_vocab_index,vi892
123,Course1_W5-S2-L2_IBM_Model_1_Part_1_13-06,level,level_1
124,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi1407
125,Course2_W2-S1-L1_Introduction_to_N-grams_8-41,level,level_3
126,Course2_W8-S3-L1_Introduction_to_Summarization,concept_vocab_index,vi1282
127,Course1_W5-S2-L9_Summary_1-48,concept_vocab_index,vi1842
128,Course3_W3-S1-L3_-_The_Vector_Space_Model_-_15_slides_09-53,l_text_topics,topic_11
129,Course2_W8-S3-L2_Generating_Snippets,concept_vocab_index,vi641
130,Course3_W2-S1-L4_-_Morphological_Similarity-_Stemming_-_19_slides_15-05,concept_vocab_index,vi1925
131,Course3_W3-S1-L4_-_Dimensionality_Reduction_-_38_slides_23-50,concept_vocab_index,vi0
132,Course3_W1-S1-L5_-_Why_is_NLP_hard_-_18_slides_25-56,concept_vocab_index,vi1600
133,Course3_W2-S1-L3_-_Text_Similarity-_Introduction_-_8_slides_07-27,concept_vocab_index,vi173
134,Course3_W3-S1-L4_-_Dimensionality_Reduction_-_38_slides_23-50,concept_vocab_index,vi5
135,Course1_W4-S2-L4_Parameter_Estimation_in_Lexicalized_PCFGs_Part_1_5-28,concept_vocab_index,vi675
136,Course1_W4-S2-L5_Parameter_Estimation_in_Lexicalized_PCFGs_Part_2_9-08,concept_vocab_index,vi672
137,Course3_W11-S1-L3_-_Semantics_-_15_slides_07-24,concept_vocab_index,vi1461
138,Course2_W1-S3-L2_Computing_Minimum_Edit_Distance_5-54,l_text_topics,topic_0
139,Course1_W2-S1-L4_Parameter_Estimation_in_HMMs_13-16,concept_vocab_index,vi1740
140,Course1_W8-S2-L5_Features_and_Beam_Search_12-10,concept_vocab_index,vi1188
141,Course3_W7-S1-L4_-_Hidden_Markov_Models_2-2_-_9_slides_05-28,concept_vocab_index,vi378
142,Course1_W5-S2-L6_The_EM_Algorithm_for_IBM_Model_2_Part_2_8-37,concept_vocab_index,vi1474
143,Course3_W6-S1-L3_-_Language_Modeling_1-3_-_18_slides_19-21,concept_vocab_index,vi197
144,Course2_W6-S2-L5_Latent_Variable_PCFGs_12-07,concept_vocab_index,vi1893
145,Course1_W8-S2-L2_Conditional_History-based_Models_7-14,concept_vocab_index,vi1334
146,Course2_W4-S2-L3_Sequence_Models_for_Named_Entity_Recognition_15-05,concept_vocab_index,vi1132
147,Course1_W5-S2-L9_Summary_1-48,concept_vocab_index,vi675
148,Course1_W5-S1-L5_Classical_Approaches_to_MT_Part_2_5-56,l_text_topics,topic_8
149,Course1_W3-S2-L2_Basics_of_PCFGs_Part_1_9-43,l_text_topics,topic_13
150,Course1_W10-S1-L6_GLMs_for_Tagging_Part_4_6-00,concept_vocab_index,vi814
151,Course1_W7-S1-L7_Parameter_Estimation_in_Log-linear_Models_Part_1_12-44,concept_vocab_index,vi283
152,Course2_W4-S2-L4_Maximum_Entropy_Sequence_Models_13-01,concept_vocab_index,vi1740
153,Course1_W2-S1-L1_The_Tagging_Problem_10-01,concept_vocab_index,vi814
154,Course1_W3-S2-L1_Introduction_1-12,concept_vocab_index,vi84
155,Course3_W1-S1-L6_-_Background_-_11_slides_16-55,concept_vocab_index,vi142
156,Course3_W2-S1-L2_-_Morphology_and_the_Lexicon_-_20_slides_21-02,concept_vocab_index,vi1556
157,Course2_W1-S1-L1_Course_Introduction_14-11,concept_vocab_index,vi288
158,Course2_W1-S2-L2_Regular_Expressions_in_Practical_NLP_6-04,concept_vocab_index,vi81
159,Course3_W6-S1-L6_-_Language_Modeling_3-3_-_14_slides_15-06,concept_vocab_index,vi672
160,Course2_W5-S2-L1_An_Intro_to_Parts_of_Speech_and_POS_Tagging_13-19,concept_vocab_index,vi1840
161,Course3_W5-S1-L6_-_Lexicalized_Parsing_-_12_slides_09-06,concept_vocab_index,vi283
162,Course1_W10-S1-L4_GLMs_for_Tagging_Part_2_7-35,concept_vocab_index,vi1003
163,Course3_W3-S1-L5_-_NLP_Tasks_1-3_-_16_slides_14-45,concept_vocab_index,vi675
164,Course1_W4-S2-L3_Lexicalized_PCFGs-_Basic_Definitions_12-40,concept_vocab_index,vi1295
165,Course2_W6-S3-L1_Dependency_Parsing_Introduction_10-25,concept_vocab_index,vi1840
166,Course1_W8-S2-L2_Conditional_History-based_Models_7-14,concept_vocab_index,vi175
167,Course3_W6-S1-L4_-_Language_Modeling_1-3_contd_-__5_slides_03-05,l_text_topics,topic_8
168,Course1_W6-S1-L5_A_Sketch_of_Phrase-based_Translation_8-17,concept_vocab_index,vi675
169,Course1_W9-S1-L3_The_Brown_Clustering_Algorithm_Part_1_11-50,level,level_1
170,Course1_W2-S1-L5_The_Viterbi_Algorithm_for_HMMs_Part_1_14-07,level,level_1
171,Course3_W4-S1-L2_-_Parsing_-_22_slides_17-38,concept_vocab_index,vi635
172,Course1_W1-S3-L3_Discounting_Methods_Part_1_9-26,concept_vocab_index,vi192
173,Course2_W4-S1-L3_Feature-Based_Linear_Classifiers_13-34,l_text_topics,topic_14
174,Course2_W6-S2-L3_PCFG_Independence_Assumptions_9-44,concept_vocab_index,vi1926
175,Course3_W2-S1-L4_-_Morphological_Similarity-_Stemming_-_19_slides_15-05,concept_vocab_index,vi126
176,Course3_W6-S1-L5_-_Language_Modeling_2-3_-_13_slides_10-56,concept_vocab_index,vi1003
177,Course3_W2-S1-L5_-_Spelling_Similarity-_Edit_Distance_-_32_slides_21-23,concept_vocab_index,vi145
178,Course2_W4-S2-L3_Sequence_Models_for_Named_Entity_Recognition_15-05,l_text_topics,topic_14
179,Course1_W8-S2-L6_Summary_1-12,concept_vocab_index,vi1735
180,Course1_W2-S1-L5_The_Viterbi_Algorithm_for_HMMs_Part_1_14-07,concept_vocab_index,vi192
181,Course3_W7-S1-L5_-_Statistical_POS_Tagging_-_16_slides_09-28,concept_vocab_index,vi951
182,Course1_W9-S1-L2_Word_Cluster_Representations_8-36,concept_vocab_index,vi318
183,Course1_W4-S2-L3_Lexicalized_PCFGs-_Basic_Definitions_12-40,concept_vocab_index,vi179
184,Course1_W2-S1-L1_The_Tagging_Problem_10-01,concept_vocab_index,vi378
185,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi173
186,Course2_W7-S2-L4_Inverse_Document_Frequency_Weighting_10-16,concept_vocab_index,vi675
187,Course3_W3-S1-L1_-_Semantic_Similarity-_Synonymy_and_other_Semantic_Relations_-_23__slides_14-38,concept_vocab_index,vi1020
188,Course1_W5-S2-L2_IBM_Model_1_Part_1_13-06,concept_vocab_index,vi1060
189,Course3_W6-S1-L3_-_Language_Modeling_1-3_-_18_slides_19-21,prerequisite,Course3_W6-S1-L2_-_Bayes_Theorem_-_8_slides_10-48
190,Course1_W6-S2-L4_The_Decoding_Algorithm_Part_1_14-39,concept_vocab_index,vi1125
191,Course2_W7-S1-L2_Term-Document_Incidence_Matrices_8-59,concept_vocab_index,vi1132
192,Course1_W3-S1-L2_Introduction_to_the_Parsing_Problem_Part_1_10-37,concept_vocab_index,vi892
193,Course1_W1-S2-L1_Introduction_to_the_Language_Modeling_Problem_Part_1_6-17,concept_vocab_index,vi1740
194,Course3_W7-S1-L2_-_Part_of_Speech_Tagging_-_15_slides_18-08,concept_vocab_index,vi173
195,Course2_W2-S1-L8_Kneser-Ney_Smoothing_8-59,concept_vocab_index,vi238
196,Course1_W5-S1-L6_Introduction_to_Statistical_MT_12-31,concept_vocab_index,vi81
197,Course2_W3-S1-L5_Naive_Bayes-_Relationship_to_Language_Modeling_4-35,concept_vocab_index,vi435
198,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi263
199,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi175
200,Course1_W2-S1-L4_Parameter_Estimation_in_HMMs_13-16,concept_vocab_index,vi1628
201,Course3_W2-S1-L3_-_Text_Similarity-_Introduction_-_8_slides_07-27,level,level_2
202,Course3_W12-S1-L7_-_Machine_Translation_Advanced_Methods_-_13_slides_09-36,concept_vocab_index,vi1840
203,Course3_W2-S1-L5_-_Spelling_Similarity-_Edit_Distance_-_32_slides_21-23,prerequisite,Course3_W2-S1-L4_-_Morphological_Similarity-_Stemming_-_19_slides_15-05
204,Course1_W2-S1-L1_The_Tagging_Problem_10-01,concept_vocab_index,vi0
205,Course1_W4-S2-L5_Parameter_Estimation_in_Lexicalized_PCFGs_Part_2_9-08,concept_vocab_index,vi173
206,Course1_W8-S2-L6_Summary_1-12,concept_vocab_index,vi1295
207,Course1_W10-S2-L3_The_Dependency_Parsing_Problem_Part_2_13-53,concept_vocab_index,vi517
208,Course1_W8-S2-L2_Conditional_History-based_Models_7-14,concept_vocab_index,vi435
209,Course2_W2-S1-L1_Introduction_to_N-grams_8-41,l_text_topics,topic_3
210,Course3_W7-S1-L4_-_Hidden_Markov_Models_2-2_-_9_slides_05-28,concept_vocab_index,vi288
211,Course3_W1-S1-L3_-_Funny_Sentences_-_10_slides_06-35,concept_vocab_index,vi401
212,Course2_W1-S2-L1_Regular_Expressions_11-25,concept_vocab_index,vi1842
213,Course3_W7-S1-L5_-_Statistical_POS_Tagging_-_16_slides_09-28,concept_vocab_index,vi1474
214,Course3_W4-S1-L3_-_Classic_Parsing_Methods_-_61_slides_25-05,concept_vocab_index,vi688
215,Course1_W9-S1-L4_The_Brown_Clustering_Algorithm_Part_2_8-30,concept_vocab_index,vi1407
216,Course1_W8-S2-L4_Representing_Trees_as_Decision_Sequences_Part_2_10-20,concept_vocab_index,vi688
217,Course2_W4-S1-L2_Making_features_from_text_for_discriminative_NLP_models_18-11,concept_vocab_index,vi1003
218,Course2_W8-S1-L1_Word_Senses_and_Word_Relations_11-50,concept_vocab_index,vi142
219,Course1_W6-S2-L6_The_Decoding_Algorithm_Part_3_12-29,concept_vocab_index,vi1942
220,Course2_W5-S2-L2_Some_Methods_and_Results_on_Sequence_Models_for_POS_Tagging_13-04,concept_vocab_index,vi887
221,Course1_W6-S2-L6_The_Decoding_Algorithm_Part_3_12-29,concept_vocab_index,vi1434
222,Course2_W7-S2-L6_The_Vector_Space_Model_16-22,concept_vocab_index,vi1295
223,Course2_W6-S2-L2_Charniaks_Model_18-23,concept_vocab_index,vi1200
224,Course3_W1-S1-L6_-_Background_-_11_slides_16-55,l_text_topics,topic_11
225,Course1_W3-S1-L3_Introduction_to_the_Parsing_Problem_Part_2_4-20,concept_vocab_index,vi1342
226,Course2_W2-S2-L3_Real-Word_Spelling_Correction_9-19,concept_vocab_index,vi175
227,Course1_W8-S2-L4_Representing_Trees_as_Decision_Sequences_Part_2_10-20,concept_vocab_index,vi675
228,Course1_W8-S1-L8_Summary_2-45,concept_vocab_index,vi1282
229,Course3_W6-S1-L5_-_Language_Modeling_2-3_-_13_slides_10-56,concept_vocab_index,vi726
230,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi84
231,Course3_W12-S1-L4_-_Machine_Translation_-_21_slides_10-55,concept_vocab_index,vi1349
232,Course2_W8-S3-L3_Evaluating_Summaries-_ROUGE,concept_vocab_index,vi0
233,Course2_W4-S3-L4_Semi-Supervised_and_Unsupervised_Relation_Extraction_9-53,concept_vocab_index,vi129
234,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi1148
235,Course1_W7-S1-L2_Two_Example_Problems_11-19,concept_vocab_index,vi4
236,Course3_W10-S1-L5_-_Text_Clustering_-_17_slides_15-39,concept_vocab_index,vi831
237,Course1_W2-S1-L3_Hidden_Markov_Models_HMMs-_Basic_Definitions_12-00,l_text_topics,topic_3
238,Course3_W5-S1-L8_-_Alternative_Parsing_Formalisms_-_10_slides_10-03,level,level_2
239,Course1_W9-S1-L4_The_Brown_Clustering_Algorithm_Part_2_8-30,concept_vocab_index,vi1033
240,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi204
241,Course1_W9-S1-L3_The_Brown_Clustering_Algorithm_Part_1_11-50,concept_vocab_index,vi672
242,Course2_W2-S1-L8_Kneser-Ney_Smoothing_8-59,concept_vocab_index,vi435
243,Course2_W8-S3-L1_Introduction_to_Summarization,concept_vocab_index,vi1063
244,Course1_W3-S1-L7_A_Simple_Grammar_for_English_Part_2_5-30,l_text_topics,topic_13
245,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi2039
246,Course1_W2-S1-L1_The_Tagging_Problem_10-01,concept_vocab_index,vi903
247,Course2_W2-S2-L2_The_Noisy_Channel_Model_of_Spelling_19-30,concept_vocab_index,vi726
248,Course1_W8-S1-L6_The_Viterbi_Algorithm_for_Log-linear_Taggers_9-37,concept_vocab_index,vi1295
249,Course1_W8-S1-L1_Introduction_1-41,concept_vocab_index,vi92
250,Course3_W3-S1-L7_-_NLP_Tasks_3-3_-_21_slides_16-21,concept_vocab_index,vi1842
251,Course3_W4-S1-L4_-_Earley_Parser_-_20_slides_16-34,concept_vocab_index,vi81
252,Course2_W4-S1-L2_Making_features_from_text_for_discriminative_NLP_models_18-11,concept_vocab_index,vi751
253,Course1_W6-S2-L4_The_Decoding_Algorithm_Part_1_14-39,concept_vocab_index,vi1670
254,Course1_W10-S2-L5_GLMs_for_Dependency_Parsing_Part_2_8-28,concept_vocab_index,vi592
255,Course2_W8-S1-L5_Word_Similarity-_Distributional_Similarity_II_8-15,concept_vocab_index,vi126
256,Course2_W4-S1-L3_Feature-Based_Linear_Classifiers_13-34,concept_vocab_index,vi367
257,Course2_W6-S2-L1_Lexicalization_of_PCFGs_7-03,level,level_3
258,Course3_W11-S1-L3_-_Semantics_-_15_slides_07-24,concept_vocab_index,vi1880
259,Course1_W3-S1-L6_A_Simple_Grammar_for_English_Part_1_10-32,concept_vocab_index,vi1003
260,Course1_W6-S2-L6_The_Decoding_Algorithm_Part_3_12-29,concept_vocab_index,vi1003
261,Course2_W6-S3-L2_Greedy_Transition-Based_Parsing_31-05,concept_vocab_index,vi1282
262,Course3_W2-S1-L7_-_Preprocessing_-_9_slides_11-48,concept_vocab_index,vi0
263,Course3_W2-S1-L1_-_Parts_of_speech_-_17_slides_15-50,concept_vocab_index,vi81
264,Course1_W6-S1-L5_A_Sketch_of_Phrase-based_Translation_8-17,concept_vocab_index,vi0
265,Course2_W6-S2-L4_The_Return_of_Unlexicalized_PCFGs_20-53,concept_vocab_index,vi499
266,Course1_W3-S2-L3_Basics_of_PCFGs_Part_2_8-26,concept_vocab_index,vi955
267,Course3_W11-S1-L4_-_Representing_and_Understanding_Meaning_-_14_slides_09-22,concept_vocab_index,vi2039
268,Course1_W4-S2-L6_Evaluation_of_Lexicalized_PCFGs_Part_1_9-32,concept_vocab_index,vi892
269,Course2_W6-S2-L3_PCFG_Independence_Assumptions_9-44,concept_vocab_index,vi1257
270,Course1_W7-S1-L9_Smoothing-Regularization_in_Log-linear_Models_15-12,concept_vocab_index,vi911
271,Course2_W8-S1-L2_WordNet_and_Other_Online_Thesauri_6-23,l_text_topics,topic_0
272,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi1600
273,Course3_W2-S1-L4_-_Morphological_Similarity-_Stemming_-_19_slides_15-05,concept_vocab_index,vi1282
274,Course2_W2-S1-L6_Interpolation_10-25,concept_vocab_index,vi969
